event_id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
239825463,1.59E-05,0.993275762,0.00670644,1322,943,2.066892187,27.69729731,741.954213
239833065,0.000423227,0.967781126,0.031735953,1691,248,0.635194277,2.613703281,6.831443673
239841114,2.71E-05,0.987387836,0.012340247,2076,927,1.46720169,64.77325524,4195.227241
239861138,3.62E-06,0.983179331,0.016813839,1211,1181,0.620352568,4.092204192,16.73692626
239866367,0.000197343,0.825384021,0.174414933,387,736,1.704340262,17.71671089,312.3963362
239867837,1.46E-05,0.97238493,0.027594896,1778,67,0.666257519,2.733179156,7.467617249
239977401,0.000474388,0.884682834,0.114633054,622,1260,0.392764958,3.136622806,9.796603339
239987465,9.77E-08,0.998912811,0.001086812,1409,679,0.493318194,4.51352555,20.11358424
240015523,6.15E-09,0.998412728,0.001587163,1622,771,0.491827639,4.450944895,19.78715706
240068954,2.81E-06,0.996132135,0.003844682,1059,851,11.04678813,51.60965836,2499.857616
240075433,7.02E-05,0.978256941,0.021668006,1226,694,0.665359221,12.68886499,160.9239692
240077361,0.000285876,0.907805562,0.091829054,436,1187,0.642008713,2.929905625,8.55001136
240197917,0.00048296,0.821686387,0.177421555,1811,643,0.845768129,6.953530527,13.26504415
240196854,4.81E-05,0.977267921,0.022605827,1705,763,1.204279524,22.62303625,510.632124
240198408,1.52E-05,0.849825442,0.150115684,437,925,0.630329121,12.52183099,155.9379627
240199321,4.11E-06,0.998386741,0.001607237,1690,1378,0.697714906,6.969380914,48.5215876
240202006,3.13E-07,0.999254286,0.000743077,315,1415,0.639469069,25.66073525,658.4189871
240256212,0.001637287,0.919779897,0.078367814,969,48,0.356902851,2.804258318,7.849048036
